iter	RMSE
0	15.33744668
12	10.17258038
24	7.77776105
36	6.819820492
48	6.339334859
60	6.089790806
72	5.97049117
84	5.852018531
96	5.762778748
108	5.696103335
120	5.638792276
132	5.581604066
144	5.535956275
156	5.485314527
168	5.441955236
180	5.398350729
192	5.363360208
204	5.329587286
216	5.298375232
228	5.272935384
240	5.240224979
